carat,x,y,z,price,volume,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.08,6.56,6.58,4.1,8.848,176.97567999999998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.36,7.4,7.27,4.28,8.725,230.25544000000002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.51,5.15,5.07,3.21,7.343,83.814705,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,5.69,5.73,3.53,7.995,115.09106100000001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.31,4.34,4.29,2.7,6.385,50.27022,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.39,4.65,4.57,2.92,6.392,62.051460000000006,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.56,5.13,5.14,3.32,7.46,87.54242399999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5.62,5.67,3.55,8.024,113.12217,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.02,6.36,6.44,4.0,8.766,163.83360000000002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,5.58,5.65,3.5,7.729,110.34450000000001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,6.12,6.17,3.87,8.133,146.132748,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.3,8.51,8.56,5.17,9.589,376.611752,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.23,6.74,6.8,4.27,8.491,195.70263999999997,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.35,4.56,4.6,2.77,6.909,58.10351999999999,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.52,5.17,5.2,3.2,7.164,86.0288,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,4.34,4.38,2.69,6.804,51.134748,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.01,6.37,6.4,4.01,8.266,163.47968,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.54,5.23,5.25,3.21,7.179,88.138575,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.75,5.85,5.9,3.56,7.94,122.8734,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1.57,7.39,7.44,4.62,9.715,254.014992,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.78,5.92,5.95,3.69,8.128,129.97656,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,4.41,4.39,2.78,6.75,53.820522,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,4.27,4.31,2.66,6.489,48.953841999999995,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,6.43,6.4,4.01,8.423,165.01952,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.54,5.27,5.32,3.2,7.521,89.71648,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.5,7.43,7.47,4.49,9.297,249.204429,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.35,4.66,4.61,2.79,6.931,59.936454000000005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.21,6.85,6.92,4.14,9.238,196.24427999999995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2.06,8.15,8.1,5.02,9.716,331.39529999999996,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.51,7.22,7.28,4.54,9.596,238.629664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.11,8.22,8.29,4.98,9.703,339.356124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.5,7.32,7.38,4.45,9.341,240.39612,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.27,6.97,6.98,4.27,9.324,207.73806199999999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,5.12,5.06,3.13,7.834,81.089536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.73,5.85,5.81,3.54,7.782,120.31928999999998,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.04,6.61,6.51,3.98,8.402,171.263778,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.5,7.48,7.42,4.47,9.036,248.092152,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,4.29,4.33,2.64,6.603,49.039848000000006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.03,6.5,6.46,4.03,8.73,169.21970000000002,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.14,8.37,8.31,5.06,9.513,351.946782,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.09,8.17,8.12,5.06,9.822,335.6824239999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,6.06,6.02,4.17,8.574,152.126604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.05,6.49,6.45,4.05,8.453,169.535025,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.5,5.03,5.06,3.19,7.182,81.19124199999999,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,4.75,4.8,2.85,7.021,64.98,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.0,6.41,6.34,4.07,8.184,165.40235800000002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.28,4.23,4.27,2.56,6.188,46.238976,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.34,4.43,4.47,2.76,6.37,54.65379599999999,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.18,6.74,6.79,4.22,9.181,193.126612,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,5.66,5.71,3.56,7.97,115.05421600000001,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,4.48,4.45,2.72,7.016,54.225920000000016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,5.69,5.66,3.54,7.83,114.00711600000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9,6.06,6.01,3.78,8.074,137.66986799999998,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,4.75,4.71,2.93,6.876,65.551425,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,5.36,5.09,3.13,7.228,85.393912,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.11,6.63,6.65,4.11,8.662,181.20784500000002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.72,5.72,5.76,3.56,7.766,117.29203199999998,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.25,4.11,4.13,2.48,6.354,42.096264,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,4.33,4.36,2.65,6.672,50.02882,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.41,4.71,4.74,2.96,6.718,66.083184,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5,5.04,5.08,3.15,6.981,80.65008,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.63,5.5,5.54,3.37,7.596,102.6839,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.23,3.95,3.96,2.41,6.273,37.69722000000001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,6.31,6.28,4.02,8.546,159.29973599999997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,4.48,4.45,2.76,6.958,55.023360000000004,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.38,4.65,4.62,2.88,7.0,61.87104,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.46,4.96,4.99,3.07,6.881,75.983728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.61,5.47,5.42,3.36,8.232,99.61526399999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.31,7.23,7.14,4.28,9.329,220.943016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9,6.13,6.17,3.87,7.817,146.371527,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3,4.22,4.25,2.68,6.265,48.0658,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,5.69,5.76,3.56,7.653,116.676864,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,5.11,5.08,3.19,7.465,82.80857200000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,4.6,4.53,2.6,6.659,54.1788,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.02,8.25,8.3,4.79,9.728,327.99525000000006,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.71,5.74,5.69,3.52,7.936,114.96531200000001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,6.3,6.29,3.77,7.942,149.39379000000002,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.32,4.39,4.42,2.7,6.973,52.39026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.54,5.23,5.21,3.24,7.488,88.284492,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,4.5,4.47,2.69,6.687,54.10934999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.08,6.55,6.51,4.08,8.539,173.97323999999998,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.25,6.99,6.95,4.19,8.376,203.55229500000002,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.36,4.58,4.56,2.8,6.921,58.477439999999994,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.72,5.68,5.63,3.6,7.782,115.12223999999999,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.56,5.33,5.26,3.3,7.503,92.51813999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.14,6.72,6.74,4.17,8.799,188.87097599999998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.31,4.35,4.38,2.7,6.792,51.443099999999994,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.5,7.17,7.23,4.52,9.109,234.31273199999998,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.2,6.88,6.81,4.22,8.816,197.71881599999998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.53,7.5,7.44,4.56,9.649,254.448,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.62,5.53,5.51,3.35,7.148,102.075505,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5.08,5.05,3.22,7.249,82.60588,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.52,7.54,7.45,4.49,8.571,252.21677000000003,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.85,6.05,6.13,3.74,8.028,138.70351000000002,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4.29,4.32,2.68,6.717,49.66790400000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.71,5.76,5.68,3.48,8.0,113.854464,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.36,4.49,4.54,2.85,6.447,58.09611000000001,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.33,4.35,2.65,6.458,49.914075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,4.44,4.42,2.68,6.928,52.594464,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,4.31,4.36,2.63,6.565,49.421907999999995,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.13,6.52,6.58,4.19,8.282,179.757704,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.2,6.76,6.8,4.2,9.172,193.0656,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.55,5.23,5.27,3.24,7.347,89.30120400000001,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,5.66,5.62,3.57,7.591,113.558844,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.3,4.33,4.3,2.67,7.016,49.71273,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.01,6.41,6.37,3.99,8.411,162.91848300000004,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.08,6.72,6.66,3.99,8.627,178.573248,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,5.59,5.53,3.54,7.756,109.430958,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,5.69,5.76,3.55,7.853,116.34912,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.39,4.72,4.65,2.91,6.516,63.868680000000005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.21,6.92,6.88,4.16,9.154,198.055936,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.42,4.85,4.88,2.93,6.784,69.34724,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.75,5.93,5.9,3.56,8.051,124.55372000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.34,6.39,4.05,8.772,164.07603,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.07,6.58,6.5,4.1,9.135,175.357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.42,4.79,4.81,2.98,6.611,68.658902,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,7.37,7.26,4.47,8.188,239.17271399999998,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.01,6.4,6.43,3.99,8.431,164.19648,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.57,5.31,5.34,3.25,7.523,92.15504999999999,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.21,6.82,6.79,4.26,8.9,197.27122799999998,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.26,4.16,4.19,2.46,6.335,42.878784,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1.09,6.58,6.63,4.09,8.568,178.427886,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.34,4.51,4.47,2.77,6.417,55.84236899999999,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,7.38,7.48,4.49,9.678,247.85877600000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.09,8.37,8.46,4.87,9.699,344.845674,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,5.75,5.68,3.57,7.699,116.59619999999998,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.17,6.84,6.8,4.11,8.752,191.16432,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.56,5.38,5.35,3.23,7.543,92.96909,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,4.28,4.25,2.71,6.654,49.294900000000005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.32,4.38,4.35,2.75,6.719,52.39574999999999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,5.68,5.72,3.53,7.806,114.68828799999999,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.32,4.35,2.73,6.043,51.30215999999999,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,5.71,5.74,3.51,7.678,115.04165399999998,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.35,4.48,4.51,2.84,6.223,57.381632,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.23,3.92,3.96,2.45,6.142,38.03184,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.71,5.68,5.73,3.53,8.123,114.888792,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.03,6.31,6.28,4.05,8.399,160.48853999999997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,6.28,6.33,3.96,8.652,157.41950400000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.21,6.75,6.83,4.24,9.245,195.4746,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,6.74,6.78,4.21,9.104,192.385212,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.64,5.49,5.53,3.53,7.418,107.169741,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,6.38,6.41,3.93,8.427,160.720494,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,6.45,6.41,3.97,7.963,164.13766500000003,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,4.25,4.28,2.66,6.787,48.385400000000004,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.51,5.14,5.12,3.19,7.467,83.950592,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,5.6,5.66,3.61,7.935,114.42255999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.55,5.23,5.28,3.22,7.148,88.91836800000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.63,5.54,5.56,3.41,6.971,105.036184,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.24,3.98,4.02,2.49,6.41,39.839003999999996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2.51,8.87,8.74,5.24,9.565,406.224712,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.05,6.65,6.61,3.93,8.549,172.74904500000002,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.04,6.47,6.49,4.02,8.19,168.80100599999997,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.21,6.78,6.74,4.25,8.354,194.2131,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.43,4.85,4.87,3.01,7.096,71.09469499999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.03,8.24,8.18,4.99,9.8,336.341968,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.55,5.32,5.29,3.19,7.228,89.775532,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.55,5.3,5.34,3.24,7.444,91.69848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,4.5,4.54,2.72,6.129,55.5696,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,5.72,5.74,3.5,8.012,114.9148,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.32,4.42,4.38,2.7,6.628,52.270920000000004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,7.01,6.93,4.23,9.136,205.490439,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,4.44,4.48,2.63,6.599,52.31385600000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,6.07,6.13,3.88,8.221,144.371308,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,5.67,5.65,3.56,7.838,114.04638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.28,6.96,6.92,4.28,8.598,206.138496,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.58,7.55,7.51,4.53,8.403,256.853265,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.58,5.35,5.38,3.32,7.541,95.55955999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.61,5.38,5.42,3.37,8.018,98.26785199999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,6.29,6.35,3.89,8.39,155.372435,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.51,7.31,7.27,4.61,8.841,244.992457,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.06,6.57,6.53,4.0,8.865,171.60840000000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.22,6.81,6.85,4.2,8.738,195.92369999999997,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,6.4,6.39,4.01,8.716,163.99295999999998,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,5.7,5.75,3.58,7.761,117.33449999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,5.0,5.05,3.18,7.358,80.295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.83,6.08,5.99,3.73,7.53,135.84361600000003,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,6.32,6.28,4.02,8.274,159.55219200000002,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,4.4,4.43,2.72,6.457,53.018240000000006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.26,8.56,8.51,5.15,9.822,375.15484000000004,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,4.41,4.44,2.69,6.33,52.671276,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.97,6.34,6.2,3.98,7.85,156.44584,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,6.37,6.4,3.94,8.213,160.62592,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.31,4.33,4.4,2.64,6.1,50.29728000000001,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,4.29,4.32,2.67,6.528,49.482576,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.36,4.57,4.61,2.82,6.688,59.410914000000005,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.53,7.38,7.41,4.52,8.999,247.179816,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,5.19,5.14,3.23,7.409,86.165418,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,5.67,5.6,3.55,7.775,112.71959999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.84,6.16,6.28,3.66,8.147,141.58636800000002,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,4.71,4.73,2.92,6.444,65.052636,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.71,7.72,7.68,4.69,9.337,278.068224,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,5.16,5.19,3.16,7.432,84.62606400000001,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9,6.18,6.11,3.86,8.012,145.752828,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.08,6.68,6.61,4.0,8.464,176.6192,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.35,4.49,4.52,2.79,6.42,56.622491999999994,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.4,4.44,2.71,6.822,52.942560000000014,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.46,5.06,5.11,2.98,7.668,77.052668,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.31,4.39,4.37,2.68,6.884,51.413924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.28,4.22,4.26,2.61,6.417,46.92049199999999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,6.49,6.56,3.99,8.698,169.871856,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.56,5.25,5.29,3.31,7.582,91.926975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,4.84,4.81,2.96,6.875,68.909984,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,4.8,4.82,2.96,6.616,68.48255999999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.51,7.31,7.2,4.64,9.419,244.21247999999997,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,5.72,5.76,3.56,7.792,117.29203199999998,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.52,5.17,5.19,3.17,7.72,85.058391,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.92,6.22,6.18,3.85,8.279,147.99246,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4.31,4.33,2.7,6.787,50.38821,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.31,7.0,7.03,4.36,8.956,214.55560000000003,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.71,5.72,5.76,3.61,7.859,118.93939199999998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5.58,5.56,3.48,7.503,107.966304,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.39,4.69,4.65,2.94,7.162,64.11699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,4.76,4.78,2.96,6.392,67.348288,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.12,6.64,4.11,3.7,8.719,100.97448000000001,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.58,5.48,5.42,3.23,7.16,95.93616800000001,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.56,5.24,5.29,3.33,7.2,92.306268,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,5.72,5.68,3.47,7.885,112.73891199999998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,6.43,6.4,4.03,8.594,165.84256000000002,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,4.84,4.79,2.9,6.868,67.23244,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,5.67,5.7,3.47,7.787,112.14693000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,6.15,6.19,3.84,8.206,146.18304000000003,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,6.53,6.51,3.98,8.188,169.190994,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.27,4.15,4.18,2.55,6.223,44.23485,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4,4.68,4.65,2.94,6.782,63.98028,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.55,5.23,5.28,3.28,7.251,90.575232,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,5.8,5.72,3.49,7.945,115.78423999999998,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,4.26,4.28,2.67,6.314,48.681576,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.36,4.33,2.71,6.579,51.161548,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,4.29,4.32,2.68,6.293,49.66790400000001,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
